Class,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33
Down Dog,0.5200300812721252,0.7409543395042419,-0.08535561710596085,0.4971899092197418,0.7621983289718628,-0.13350582122802734,0.49306392669677734,0.7595407962799072,-0.13391223549842834,0.4894227087497711,0.7572816014289856,-0.1339072585105896,0.4987494945526123,0.7634804844856262,-0.0678916871547699,0.49548429250717163,0.7611121535301208,-0.06850909441709518,0.49196332693099976,0.7586740255355835,-0.0686812549829483,0.46906471252441406,0.7277147769927979,-0.2641797363758087,0.47058844566345215,0.7280957698822021,0.03787637874484062,0.5176841616630554,0.7079188227653503,-0.11814896017313004,0.5186101794242859,0.7083508968353271,-0.03382650390267372,0.46738582849502563,0.6012179851531982,-0.3476572036743164,0.46846646070480347,0.6020174026489258,0.19429762661457062,0.3748757839202881,0.7886514663696289,-0.5657965540885925,0.38497671484947205,0.7577195167541504,0.24205198884010315,0.25713011622428894,0.9053388237953186,-0.5780379176139832,0.2737632095813751,0.8643041253089905,0.0029237433336675167,0.2247953712940216,0.9174874424934387,-0.6451519727706909,0.2454429566860199,0.8707629442214966,-0.021353332325816154,0.21910718083381653,0.9121158123016357,-0.6150833368301392,0.24249844253063202,0.8698899745941162,-0.07094074785709381,0.2303052842617035,0.9057185053825378,-0.5666638016700745,0.2506723701953888,0.865472137928009,-0.02853187546133995,0.6654188632965088,0.2603067457675934,-0.19708390533924103,0.6576514840126038,0.2718711197376251,0.1967407763004303,0.7789785861968994,0.5510426163673401,-0.09292735904455185,0.7632385492324829,0.5494874715805054,0.2986215054988861,0.8739210963249207,0.8496264815330505,0.012158443219959736,0.8491873741149902,0.8187724351882935,0.4951888620853424,0.9047552943229675,0.9010235071182251,0.009422892704606056,0.8795621991157532,0.867510974407196,0.5083597302436829,0.7927628755569458,0.9220255613327026,-0.15038853883743286,0.7819143533706665,0.8992524147033691,0.4096350073814392
Down Dog,0.5620100498199463,0.7849710583686829,-0.08633843064308167,0.5804768800735474,0.792601466178894,-0.07045494019985199,0.5824686884880066,0.789931058883667,-0.07084057480096817,0.5844851136207581,0.7872164845466614,-0.07088444381952286,0.5814378261566162,0.7916736602783203,-0.12540178000926971,0.5839012861251831,0.7886950969696045,-0.12584149837493896,0.586881697177887,0.7850874662399292,-0.12613612413406372,0.5980200171470642,0.7546926736831665,0.012426449917256832,0.6003390550613403,0.7495310306549072,-0.23791497945785522,0.5583113431930542,0.7541884183883667,-0.04329734295606613,0.5597915649414062,0.753036618232727,-0.11940738558769226,0.5790685415267944,0.6457263231277466,0.10907979309558868,0.5833698511123657,0.6302377581596375,-0.29239994287490845,0.6619994640350342,0.7624058127403259,0.15333057940006256,0.6751235127449036,0.7801951169967651,-0.5112886428833008,0.7475457787513733,0.8528730869293213,-0.010240470990538597,0.7703245282173157,0.868849515914917,-0.5315973162651062,0.7674598693847656,0.856284499168396,-0.014914926141500473,0.7997993230819702,0.8825817108154297,-0.5927608609199524,0.7730603218078613,0.853237509727478,-0.061738066375255585,0.8053097724914551,0.8761731386184692,-0.5604536533355713,0.7668935656547546,0.8538080453872681,-0.03307812288403511,0.7952929735183716,0.8718834519386292,-0.5237234830856323,0.4225391745567322,0.3591730296611786,0.15050014853477478,0.414824903011322,0.33923590183258057,-0.15086737275123596,0.3025217056274414,0.5934230089187622,0.15095484256744385,0.3024446964263916,0.5959351658821106,-0.13721631467342377,0.18173247575759888,0.8238779306411743,0.17438799142837524,0.17808294296264648,0.8307538032531738,-0.11335252970457077,0.15427950024604797,0.8528251647949219,0.16872015595436096,0.1475367248058319,0.8592044115066528,-0.11648043990135193,0.24531301856040955,0.8910258412361145,0.0635952576994896,0.24010691046714783,0.8969675302505493,-0.24131059646606445
Down Dog,0.6016197204589844,0.7343792915344238,-0.027249561622738838,0.627869725227356,0.7424764633178711,-0.002024963730946183,0.6309702396392822,0.7380101084709167,-0.002536160172894597,0.634260892868042,0.7319198846817017,-0.002566961105912924,0.6266919374465942,0.743069052696228,-0.07857919484376907,0.6288012266159058,0.7397124767303467,-0.07925119251012802,0.6314039826393127,0.7347500324249268,-0.07965969294309616,0.64640212059021,0.6976560950279236,0.11280642449855804,0.6461749076843262,0.7003709077835083,-0.23702692985534668,0.5960593819618225,0.702095627784729,0.03294571489095688,0.5959177613258362,0.7035396099090576,-0.0737115666270256,0.629141092300415,0.5750288963317871,0.2613185942173004,0.6260789632797241,0.601980447769165,-0.32173070311546326,0.722154438495636,0.7267243266105652,0.3690715432167053,0.7206566333770752,0.7724118232727051,-0.6019349098205566,0.8173787593841553,0.8371362090110779,0.11068332940340042,0.843302845954895,0.9199041724205017,-0.573896050453186,0.8509854674339294,0.8516230583190918,0.11190265417098999,0.8797543048858643,0.9357560276985168,-0.6543374061584473,0.85951828956604,0.8528721928596497,0.037015002220869064,0.8914773464202881,0.9264063239097595,-0.5966823697090149,0.845055878162384,0.8502994775772095,0.07579335570335388,0.8786150217056274,0.918856143951416,-0.5550041794776917,0.39500340819358826,0.2726682722568512,0.20651040971279144,0.38583341240882874,0.2859019935131073,-0.20711037516593933,0.22689126431941986,0.5473102927207947,0.25768208503723145,0.2214697003364563,0.5637810826301575,-0.1714756190776825,0.10297521948814392,0.8114194273948669,0.3817206025123596,0.09558519721031189,0.833667516708374,-0.08791390061378479,0.06422093510627747,0.8619136214256287,0.38254985213279724,0.05277368426322937,0.8818359375,-0.08789090067148209,0.20442987978458405,0.8801900744438171,0.23792798817157745,0.19791416823863983,0.8970764875411987,-0.25873416662216187
Down Dog,0.5418499112129211,0.75703364610672,-0.09516124427318573,0.5589931607246399,0.7773941159248352,-0.07672567665576935,0.56319260597229,0.7750900387763977,-0.07716172933578491,0.5666255950927734,0.7730298638343811,-0.07716868817806244,0.5591341853141785,0.7766756415367126,-0.14641112089157104,0.5637996196746826,0.7740139365196228,-0.14689715206623077,0.5684006214141846,0.7713577151298523,-0.14719896018505096,0.5893653035163879,0.7488198280334473,0.028443511575460434,0.5936564803123474,0.7458927631378174,-0.28967028856277466,0.5424257516860962,0.7258268594741821,-0.040661606937646866,0.5426303148269653,0.7252285480499268,-0.13683664798736572,0.5884804725646973,0.6216850280761719,0.16141445934772491,0.5849854350090027,0.6188206076622009,-0.38315317034721375,0.6946216821670532,0.7623429894447327,0.22564060986042023,0.6955960988998413,0.7766137719154358,-0.6437753438949585,0.7887970209121704,0.8627051711082458,0.03517921641469002,0.8055019378662109,0.8939215540885925,-0.6682800650596619,0.8271571397781372,0.8713956475257874,0.02507084608078003,0.8438521027565002,0.9017820358276367,-0.7474014163017273,0.833997368812561,0.8664216995239258,-0.03422630578279495,0.8509730100631714,0.8930946588516235,-0.7120683193206787,0.8207626938819885,0.8641182780265808,0.0054163858294487,0.8386754989624023,0.8894920945167542,-0.6600569486618042,0.42034080624580383,0.28489115834236145,0.20294992625713348,0.4127522110939026,0.2731036841869354,-0.20340292155742645,0.29944273829460144,0.5578513145446777,0.23855489492416382,0.2962231934070587,0.5588646531105042,-0.13462865352630615,0.1939658522605896,0.805930495262146,0.3240387439727783,0.19179032742977142,0.8076117038726807,-0.04493330791592598,0.16732409596443176,0.8522897958755493,0.3235107362270355,0.16143208742141724,0.8566402792930603,-0.04237052798271179,0.2771576941013336,0.8749344348907471,0.18540401756763458,0.2722514271736145,0.8829971551895142,-0.20904730260372162
Down Dog,0.3674837350845337,0.694344699382782,-0.08246122300624847,0.3443645238876343,0.7136010527610779,-0.13536348938941956,0.340271919965744,0.7092462778091431,-0.13580383360385895,0.33679336309432983,0.705065131187439,-0.13586097955703735,0.34548741579055786,0.7164169549942017,-0.06286728382110596,0.34263142943382263,0.7140963673591614,-0.0635906532406807,0.33950644731521606,0.7118139863014221,-0.0638294592499733,0.31890225410461426,0.6741065979003906,-0.2767956554889679,0.3190789222717285,0.6763348579406738,0.05448943376541138,0.36710625886917114,0.6513408422470093,-0.11818036437034607,0.37057429552078247,0.6560722589492798,-0.02573564276099205,0.3346068561077118,0.5016368627548218,-0.3844887912273407,0.34060442447662354,0.5246791243553162,0.2264203429222107,0.23834778368473053,0.7378237247467041,-0.5951169729232788,0.24848248064517975,0.7199746370315552,0.24824228882789612,0.136428564786911,0.8796901106834412,-0.5702418088912964,0.15824618935585022,0.8595465421676636,-0.03112354874610901,0.09923303127288818,0.8957529664039612,-0.6393367052078247,0.12175440788269043,0.8747223019599915,-0.06068575009703636,0.09104540944099426,0.8864767551422119,-0.6088578104972839,0.11819657683372498,0.8708043694496155,-0.11452237516641617,0.10511425137519836,0.8799774050712585,-0.5580660104751587,0.127272367477417,0.8684865832328796,-0.06641962379217148,0.5653490424156189,0.14707350730895996,-0.21487103402614594,0.5654700398445129,0.19107256829738617,0.21459636092185974,0.7086329460144043,0.4738410413265228,-0.14020420610904694,0.7091259956359863,0.4811910390853882,0.2713422179222107,0.835293173789978,0.8101281523704529,-0.06264986097812653,0.8218420147895813,0.797826886177063,0.43975213170051575,0.8735185861587524,0.8689610362052917,-0.07007333636283875,0.862791121006012,0.8489887118339539,0.449438214302063,0.7395033240318298,0.9050810933113098,-0.24439027905464172,0.7373486161231995,0.8942894339561462,0.339091420173645
Down Dog,0.24613267183303833,0.6738576292991638,-0.020038234069943428,0.23097161948680878,0.6841472387313843,-0.05448730289936066,0.22918811440467834,0.6826790571212769,-0.054827868938446045,0.22744104266166687,0.6810051798820496,-0.05480410158634186,0.23097734153270721,0.6843224167823792,-0.009279841557145119,0.22929662466049194,0.6830105185508728,-0.009845949709415436,0.22733202576637268,0.681624710559845,-0.010023871436715126,0.21783359348773956,0.6590794324874878,-0.14841651916503906,0.21740874648094177,0.6600717306137085,0.057123731821775436,0.25033506751060486,0.6519988179206848,-0.0435166135430336,0.2511081099510193,0.6528499126434326,0.013495498336851597,0.23041467368602753,0.5787858366966248,-0.21793514490127563,0.2270083874464035,0.5670827031135559,0.15841640532016754,0.17250972986221313,0.7182973623275757,-0.3748559057712555,0.1750205010175705,0.6981582641601562,0.162977933883667,0.10746139287948608,0.8493012189865112,-0.38180598616600037,0.12468486279249191,0.7992764711380005,-0.028555992990732193,0.08141911029815674,0.8586406707763672,-0.43108850717544556,0.09750475734472275,0.8047778606414795,-0.04971824586391449,0.07882913947105408,0.8525632619857788,-0.4047485291957855,0.09578076004981995,0.809719443321228,-0.08597791194915771,0.08982715010643005,0.8502593040466309,-0.3718348741531372,0.10740853101015091,0.8106039762496948,-0.05224175378680229,0.4168890714645386,0.35447564721107483,-0.12704600393772125,0.4070848822593689,0.3587321937084198,0.1268780678510666,0.5071127414703369,0.5701066255569458,-0.04159635677933693,0.5072342157363892,0.5687903761863708,0.1738952100276947,0.5756861567497253,0.7831223607063293,0.048344168812036514,0.5647512674331665,0.7651623487472534,0.2990785837173462,0.5998209714889526,0.8197071552276611,0.048331368714571,0.5828577280044556,0.7995947003364563,0.30671805143356323,0.518123984336853,0.8319692611694336,-0.060226500034332275,0.5063854455947876,0.8109204769134521,0.22283725440502167
Down Dog,0.37678369879722595,0.7612539529800415,-0.1208348274230957,0.35543668270111084,0.7461090087890625,-0.16561546921730042,0.35422977805137634,0.7413660287857056,-0.16614696383476257,0.35340920090675354,0.7364668846130371,-0.1661834567785263,0.35639485716819763,0.7469445466995239,-0.09216796606779099,0.3557282090187073,0.7429819107055664,-0.09289444983005524,0.3550156056880951,0.7386982440948486,-0.09305322170257568,0.35567763447761536,0.6901750564575195,-0.2897217571735382,0.356296569108963,0.6961067914962769,0.045392561703920364,0.39792412519454956,0.7412296533584595,-0.15335829555988312,0.39986497163772583,0.7445230484008789,-0.06039433553814888,0.3989691138267517,0.6092923879623413,-0.41805654764175415,0.4083707332611084,0.6098961234092712,0.2192116230726242,0.2777259051799774,0.7798854112625122,-0.6655775308609009,0.29210835695266724,0.7595798969268799,0.2195705622434616,0.15012022852897644,0.906355619430542,-0.7038350701332092,0.17445361614227295,0.8807001113891602,-0.05678066238760948,0.11407175660133362,0.92099928855896,-0.7896811962127686,0.13975369930267334,0.8929815888404846,-0.08792897313833237,0.10593217611312866,0.9145128726959229,-0.7557497620582581,0.138275146484375,0.8864308595657349,-0.1490662395954132,0.12032592296600342,0.9091522693634033,-0.6928761005401611,0.1497330367565155,0.88450026512146,-0.09588451683521271,0.6180593967437744,0.219789519906044,-0.22964660823345184,0.6135223507881165,0.2356472611427307,0.22941149771213531,0.7714264988899231,0.546139657497406,-0.1606404185295105,0.7647161483764648,0.5459322929382324,0.20733655989170074,0.8961001634597778,0.8637883067131042,-0.14251846075057983,0.8689255714416504,0.8322117328643799,0.33631348609924316,0.9391995072364807,0.9100081920623779,-0.1568731814622879,0.9084305763244629,0.8848151564598083,0.34125927090644836,0.78799968957901,0.9216902852058411,-0.38446342945098877,0.7765616774559021,0.8896958827972412,0.18862809240818024
Down Dog,0.4061378836631775,0.6478084325790405,-0.10418526083230972,0.38784629106521606,0.6548113822937012,-0.14360962808132172,0.3854106664657593,0.6503255367279053,-0.14397139847278595,0.38317275047302246,0.6451261639595032,-0.1440044641494751,0.38793250918388367,0.6569356322288513,-0.0870748907327652,0.38585782051086426,0.6542399525642395,-0.08763004839420319,0.3833875358104706,0.6504970788955688,-0.08782031387090683,0.3732185959815979,0.6174122095108032,-0.249388188123703,0.37222784757614136,0.6188792586326599,0.009369825944304466,0.410738468170166,0.6179934144020081,-0.1306525021791458,0.41180768609046936,0.6206662058830261,-0.05849378556013107,0.39664673805236816,0.5107015371322632,-0.3303799629211426,0.3903050124645233,0.5173425674438477,0.15141797065734863,0.31084051728248596,0.6348613500595093,-0.5351795554161072,0.31090691685676575,0.6252394318580627,0.20418088138103485,0.2178678959608078,0.7455548048019409,-0.5664566159248352,0.23209576308727264,0.711428701877594,0.009409169666469097,0.18881481885910034,0.7607752084732056,-0.630227267742157,0.20947885513305664,0.7153698205947876,-0.012142437510192394,0.18343764543533325,0.7549521923065186,-0.6020351648330688,0.20504172146320343,0.7173099517822266,-0.054043304175138474,0.19541776180267334,0.7502844333648682,-0.5566277503967285,0.21166028082370758,0.7182762622833252,-0.017391907051205635,0.5696513652801514,0.272980272769928,-0.1676829308271408,0.563023030757904,0.2941737473011017,0.16748447716236115,0.6734037399291992,0.4922420382499695,-0.09312383830547333,0.6695924401283264,0.49430039525032043,0.25339561700820923,0.7701133489608765,0.7007912397384644,0.0013113232562318444,0.7625311017036438,0.688442587852478,0.4033592939376831,0.7977417707443237,0.7448421716690063,-0.00030303187668323517,0.7870692014694214,0.7273017764091492,0.4126865863800049,0.7051689624786377,0.7600489854812622,-0.13499869406223297,0.7037583589553833,0.7420029640197754,0.3248003125190735
Down Dog,0.5524791479110718,0.7635129690170288,0.001363256829790771,0.5744712352752686,0.7757465839385986,0.008782358840107918,0.5776041746139526,0.771921694278717,0.008178957737982273,0.5805509090423584,0.7682058811187744,0.008127395994961262,0.5729641914367676,0.7763162851333618,-0.03770209103822708,0.5753527283668518,0.7727936506271362,-0.03829997405409813,0.5779608488082886,0.7692492008209229,-0.03863048925995827,0.5961202383041382,0.7359116673469543,0.06250008940696716,0.5950406789779663,0.7360081672668457,-0.1496666818857193,0.5465818047523499,0.7347697019577026,0.03776000067591667,0.5467230081558228,0.7347139120101929,-0.02840176597237587,0.579898476600647,0.616105318069458,0.11856132745742798,0.5776441693305969,0.6186074018478394,-0.1581573635339737,0.6746952533721924,0.7658221125602722,0.18864849209785461,0.6860741972923279,0.7906326055526733,-0.35864654183387756,0.7945197820663452,0.874525785446167,0.03360756114125252,0.8120536804199219,0.8977720737457275,-0.3116396963596344,0.8226575255393982,0.8837813138961792,0.03312114253640175,0.8477747440338135,0.9156153202056885,-0.3612338900566101,0.8311609029769897,0.8802940845489502,-0.01264637429267168,0.8563370704650879,0.906509518623352,-0.32732850313186646,0.8227963447570801,0.8780481815338135,0.013911794871091843,0.8450281023979187,0.8989636898040771,-0.30206188559532166,0.39098140597343445,0.23798507452011108,0.10966826230287552,0.3753799498081207,0.21657533943653107,-0.11034104228019714,0.2887687683105469,0.5329017639160156,0.178419291973114,0.2719529867172241,0.5310789942741394,-0.0027536593843251467,0.22192659974098206,0.8272156715393066,0.2857387661933899,0.209492489695549,0.8442111015319824,0.060270123183727264,0.19401666522026062,0.8760035037994385,0.28859689831733704,0.18289247155189514,0.8883093595504761,0.06239594146609306,0.31711700558662415,0.8932420015335083,0.1996525228023529,0.30872514843940735,0.9078102111816406,-0.04095888510346413
Down Dog,0.4776074290275574,0.7253773212432861,-0.06356972455978394,0.45655104517936707,0.734870970249176,-0.11540509015321732,0.4535474181175232,0.7304868698120117,-0.11575505882501602,0.45124298334121704,0.7265622019767761,-0.11579670011997223,0.4591176509857178,0.7401593923568726,-0.04375201091170311,0.45746010541915894,0.7393432259559631,-0.04441415145993233,0.4554346203804016,0.7381496429443359,-0.044598519802093506,0.4406626224517822,0.702580451965332,-0.2555798888206482,0.43930715322494507,0.7073312997817993,0.07122714072465897,0.4834286570549011,0.6909972429275513,-0.10009533911943436,0.48757845163345337,0.6959939002990723,-0.008652102202177048,0.4583514332771301,0.5845646858215332,-0.3650437593460083,0.44955170154571533,0.5776512622833252,0.23810236155986786,0.3692830502986908,0.7495331168174744,-0.6083665490150452,0.36082491278648376,0.7243005037307739,0.28373128175735474,0.24888110160827637,0.8777902126312256,-0.6299126148223877,0.25530314445495605,0.8337129354476929,0.0508732795715332,0.20946171879768372,0.8893811106681824,-0.7036241292953491,0.22355559468269348,0.8393056392669678,0.026228368282318115,0.20465964078903198,0.883383572101593,-0.673130989074707,0.2210710048675537,0.8404133915901184,-0.021106604486703873,0.21811506152153015,0.8780337572097778,-0.6192834377288818,0.23135289549827576,0.8394014835357666,0.0197806004434824,0.6560366153717041,0.27567151188850403,-0.21310360729694366,0.6505237221717834,0.28675249218940735,0.21284936368465424,0.7804369330406189,0.5526940822601318,-0.1446373611688614,0.7823622822761536,0.5537917613983154,0.23206652700901031,0.9157283306121826,0.8141875863075256,-0.12319806218147278,0.9033498167991638,0.7986856698989868,0.37366783618927,0.9518195390701294,0.8477848172187805,-0.13590657711029053,0.9405540823936462,0.8304044008255005,0.38197168707847595,0.8481208086013794,0.8867753744125366,-0.3158925175666809,0.8448776602745056,0.8736832737922668,0.2769094407558441
